Id,label
7719301,0
7269704,0
8891865,1
8510649,1
9480498,1
9660133,0
7478793,0
5583439,1
150900,1
2061792,1
2782479,0
1967825,0
8725007,1
5820897,1
156450,1
1303044,1
9388034,0
6389448,1
5432305,1
8187573,0
7125392,0
7430342,0
10011870,1
138,1
6807024,1
5048318,1
7680948,1
8815800,0
8108046,0
725843,1
2310157,0
9742469,1
8192622,1
2901756,0
6100946,1
8136246,1
7214465,0
2571419,0
9603414,0
9710127,0
5949210,1
9244797,1
430823,0
7035187,1
9985796,0
9902957,1
9385450,0
7446343,0
9976529,1
69169,1
8395404,0
1190014,0
9622904,1
9287780,1
8112806,0
9640581,1
5459446,0
132024,1
1447680,0
8570729,0
6711158,1
5993443,1
9216995,1
7916174,0
10113433,0
9701446,1
9745429,1
8914268,1
852307,0
2109518,0
5148459,1
9594826,1
5598182,1
8545182,1
7908226,0
9699746,0
3045433,1
10091584,1
2486101,1
7558114,1
7953361,0
9690514,1
9110760,0
4725626,1
232468,1
9694909,0
4673489,0
7464698,1
9579070,0
8588646,1
5712777,1
6014473,0
9695609,1
9992384,1
10006081,1
7432708,1
2177277,0
272404,1
6928238,1
4852595,0
9697702,0
9878274,1
3617522,1
8551892,0
3228082,0
8557981,0
10256143,0
2071609,1
7633660,1
9681607,0
2209165,1
8500174,1
2662540,0
8905895,1
2019725,1
389386,0
8867980,0
9769595,1
8968848,1
7047629,0
3430011,1
3867313,0
722423,0
6741605,1
9420364,1
9044441,0
8819804,1
8167958,0
7696967,1
9443585,0
3480971,1
10037248,1
1414015,1
9930632,1
10126356,0
8888864,1
7687779,0
10048982,1
6301484,0
9854396,0
8396900,0
7554181,0
6648894,1
6246470,1
5675676,1
3941742,0
936458,1
475007,1
8701260,0
6149345,0
4009568,0
4661857,1
8802352,0
8596014,1
7081182,0
5899378,0
9129792,1
7114907,1
10151031,0
8164295,0
10122924,0
8522148,0
8374085,0
8127254,0
6406605,0
7504721,1
8438552,0
3904888,0
8194531,1
10006707,0
8107114,0
2876855,1
8620931,1
10134112,1
8627692,0
9905577,0
9253620,1
1871959,0
9307531,1
7630723,1
9226049,1
3369074,0
7689371,0
9114000,0
2094860,0
6890113,0
6908927,1
279646,0
8774313,1
5146686,0
10100239,1
8219066,0
8850543,1
8392301,1
7052941,0
3275667,0
4129130,1
2970534,1
389125,1
2387445,0
9876849,0
1894102,1
10086011,0
971290,1
9401613,0
2034121,1
5039835,0
4517290,1
7730150,0
4329035,0
5968993,0
3770316,0
8523435,0
7957670,0
5498352,1
7533932,0
5801977,1
7165609,1
10033805,1
9304634,1
10237513,1
9683910,0
6044561,0
9266999,0
8621428,1
487648,1
9498612,1
7352815,1
9128505,0
9210436,0
10172321,0
9697342,0
10178703,0
10085950,0
10249904,1
8905267,1
2174938,0
5317808,1
304125,0
9683803,0
2575594,1
5400913,0
8211776,0
855197,1
9551862,0
8823140,0
7108341,1
10207724,0
4779209,1
10132574,0
5271674,0
9739445,1
3434673,0
6218667,1
2163859,1
8135907,0
10277306,1
1583859,1
9400506,1
5472653,1
8692797,0
8021141,1
8724960,1
9626740,1
4523108,1
4444883,0
10221221,0
7654299,0
9702291,0
139184,1
8218006,1
5510403,1
6974762,1
4858436,0
6328084,0
8225805,1
486530,1
9833356,0
743717,1
6121233,1
9410179,0
7085862,1
9948821,0
6024888,0
8143092,0
8670083,0
967680,0
4774239,0
760526,0
489514,0
5585415,1
9757380,1
570746,0
7294561,1
9153694,0
3653690,0
9587218,1
10084752,0
5233094,0
8551408,0
802834,0
3061049,1
9854796,0
9547200,0
6669495,0
3314911,1
10268366,1
7125943,1
2539457,1
8896982,0
9824967,1
5781101,1
5330706,0
10239038,1
3749206,1
9736493,1
6424279,1
788900,1
7793052,0
3022211,0
9506146,0
9262896,1
9676227,0
8190071,0
8544229,0
4177957,1
8607951,1
9975910,1
8939049,1
65547,1
7484462,0
9340230,1
5536092,0
10268879,1
7729698,1
8609094,0
8384100,1
3326784,0
8581273,0
4911450,1
2546807,0
3847966,1
9382768,1
7906761,0
926751,0
6662814,0
7876007,1
4262481,0
254140,1
10264126,0
9469584,1
7177661,0
5202845,0
7746408,0
1460959,1
6852075,1
2708404,0
10219094,1
10110217,0
9988307,0
8024528,0
4316016,0
5028225,0
1366782,0
9248276,1
8577720,0
6893054,0
55214,0
8630611,1
4927246,0
10223633,1
8024003,1
2319571,1
5165302,1
9889678,0
1381195,1
8628808,0
10217682,1
4531662,0
8601223,1
9929172,0
8272095,0
8072954,0
1650472,0
3976753,0
833521,0
1561430,1
10257894,0
2712752,0
5856398,0
7414312,1
7316724,1
8189953,0
7841979,1
835726,0
8602217,0
3064566,0
9223448,0
6493201,0
10236698,0
8194292,0
8999556,0
8392610,1
6035678,1
8911073,1
2572520,0
10263484,1
9477221,0
169416,0
4808073,0
9787890,1
9131328,1
3194195,1
2559046,1
469193,0
3612051,0
6477401,0
10067096,0
349600,1
7688356,0
9355956,1
7620114,1
4874698,0
3220603,1
9930821,1
7646363,0
1639379,1
9478812,1
8840745,1
8539600,0
8618530,1
3207205,0
6005637,1
9385476,1
9934609,0
9805086,0
8045647,0
9912622,1
1393242,1
620265,1
8935582,0
7510368,1
8607239,1
8515083,0
8666155,1
6407176,0
7287122,1
5718651,1
2176645,1
6604646,0
6837679,0
9964470,1
6393319,0
8118391,1
9911951,0
3895640,0
6172295,1
9734399,1
204680,1
8561053,1
7876247,0
1907229,0
6930192,0
9111616,1
7136855,0
3316804,0
889226,0
7560666,1
9426720,1
8640776,1
10260899,1
2152773,0
978351,1
8554926,0
8567350,1
4536239,0
9674598,1
8401532,0
8503580,1
9123081,1
1378322,0
2480800,0
9873442,1
7131829,0
2207985,1
2101103,1
6711559,0
4964655,1
9637470,0
9325645,1
4560437,1
3699483,1
9510764,1
8046591,0
8182053,0
8771632,1
1908469,1
4167352,1
8779724,0
6420101,0
4492632,1
6174691,1
9660571,0
9629591,1
9281266,1
4901478,0
9246671,0
7731463,1
8063932,1
8645404,0
8954462,1
10084460,1
3620230,1
4034016,0
9901227,0
1755327,0
7376588,1
8994097,0
3371377,1
6430966,0
8133112,1
5255774,0
9104629,0
7444528,0
7358560,1
4830084,1
2043439,0
4410828,0
9854412,1
7941233,1
6396505,1
8838407,1
8719148,1
10190909,1
4006588,0
5537770,1
7016716,1
9553778,1
9806286,1
6967010,0
7894698,1
277275,0
8895264,0
8864389,0
8156695,1
7049293,0
7454614,0
7798546,1
10260227,0
2921058,0
7091621,1
10272983,1
8217363,0
8683049,1
9327139,0
3391367,1
3682736,0
4007538,0
244508,1
5956189,0
6021531,0
8522239,1
790857,1
2751617,0
4228941,1
5196763,1
7911376,1
8364832,1
9371959,1
181745,1
6074825,1
5344571,0
9930199,0
9774808,1
42487,1
4317038,1
7455739,0
7344495,0
8383997,0
7418017,1
9846842,0
8190931,0
8084867,1
1242106,0
1643119,1
2192265,0
10273927,1
7865095,0
5125513,0
8698656,1
5470326,1
8176006,0
5379335,1
8109200,0
7905930,0
7985631,0
3236737,0
7522016,1
25108,1
10126123,1
6131993,1
1541393,1
9075721,0
9462146,0
5836433,1
9577255,1
9541349,1
8209616,1
5119253,1
7843365,0
6981938,1
1676428,1
885559,1
10076850,1
7176805,1
8952265,1
529705,0
4578231,0
8632743,1
1088036,0
2735343,1
904943,1
3909061,0
10108744,0
9220544,1
7968619,0
6195501,0
9802510,0
363910,0
8086350,1
7137410,0
10001594,0
5707192,0
5738953,1
8586650,0
7739616,1
10022389,1
9813639,0
8500158,0
2478270,0
4889978,0
9991800,1
620794,0
7428975,1
9763347,1
5168473,1
1035863,1
1166716,1
9367274,1
8901539,1
5462231,1
4518003,1
3881973,0
8142394,0
1740045,0
7979992,0
8725593,1
9621779,0
2201200,0
7443158,1
9685641,1
2040442,1
9443947,0
3424724,0
10018266,0
5854379,0
5405620,0
10111893,0
7719703,0
9242068,1
4546638,0
2391681,1
8976290,0
9027421,1
8579602,0
8817504,0
3483674,1
1261365,0
837200,0
8901625,0
7860023,0
3803302,0
2593378,1
5386508,0
7830757,0
9781072,1
784316,1
10183337,0
584755,0
482230,1
5334703,0
5507249,1
6375369,1
4559136,0
9768277,1
7234855,0
3126669,0
5127036,1
5420327,1
5807930,0
201154,0
1782161,1
8786223,0
10189641,1
2886430,0
10274621,1
8149373,1
10018555,1
8320155,0
3596594,1
5162978,1
9140005,0
10099615,1
9070407,1
2128419,1
4938025,1
6298138,0
8629339,0
2562679,0
9346617,0
3326472,0
32550,1
5301536,1
8891111,0
1459567,1
6671717,0
2648577,1
9617675,1
7223256,1
5471787,0
8641802,1
341403,0
1714930,1
10078000,0
10133362,0
5245784,0
9997024,1
9935392,0
7473852,1
9834971,0
10147157,1
9773185,0
7342228,0
9146395,0
8040686,1
8953161,0
6205715,1
4562340,1
2069848,0
2671895,1
3288749,1
68058,0
9121825,1
8253142,0
6006373,0
9738624,0
4708573,0
9355752,1
6899708,1
3918203,0
8809548,0
6248755,0
10242452,1
8652704,1
10219191,1
5749344,1
10034351,1
6157241,0
3672164,0
8929108,0
8819246,1
1385830,0
10110453,1
9280118,1
10031324,0
654429,1
306234,0
8749058,0
5059542,0
6359826,1
4056445,1
8002135,0
2163240,0
10137790,0
1969992,1
9953039,0
9480474,0
156478,1
9780144,0
7912418,0
5770381,0
8865194,0
7756355,0
9830631,0
9972735,1
9970791,0
8207979,0
9667179,0
9833531,1
8609898,1
476183,0
9366492,0
2212007,0
7575892,1
10050096,1
8057895,0
8958716,1
9884286,0
6825595,0
2238865,1
7612509,1
5592180,0
8937168,0
5010637,1
8943272,0
5525346,1
2990750,1
7087109,1
9390005,0
7525397,1
9233696,1
399624,0
10126982,1
605477,1
7247238,1
3128656,1
8649957,0
10153975,0
8894110,1
8525728,1
5465729,0
3070984,0
9683828,0
9168844,1
1893764,1
8800793,0
9141412,0
2289718,1
9822278,1
7923636,1
2430226,1
3549542,1
9328841,0
3600872,0
9604035,1
9163208,1
870795,1
5501609,1
8155545,0
9599568,0
7807665,1
9406264,0
6632260,1
846077,1
8125119,1
5896887,1
9876629,1
7009368,1
7315313,1
10083185,1
3805847,0
3078443,1
4667581,0
8484934,0
1681113,0
6755385,1
2576444,1
8749010,0
7383942,0
6809143,1
8518964,1
10199095,1
1070269,1
5999974,1
8187647,1
6117454,1
687677,1
9578738,1
10273899,0
7998800,1
8672344,0
6996727,1
8642260,1
5001641,1
960139,0
9474728,0
834319,0
4049210,0
9913183,0
9903005,0
4744398,0
7106398,0
7516622,1
8671289,0
10120827,1
7477378,1
4897913,0
8747659,0
4753032,0
8833077,1
5405127,1
6381320,1
6363126,1
2965305,1
9864871,1
7436293,1
91881,0
3679872,0
7682154,1
8100293,0
10134928,1
9393233,0
10249595,0
5227968,0
1142270,1
9088003,0
5247447,0
2123053,0
9442626,0
6842532,0
8656078,0
7280641,1
10008568,0
33644,0
8039861,1
9365679,1
9277237,1
7963863,1
9870092,1
8219343,0
10267135,1
3278192,0
6336094,0
8872235,1
5251189,0
8814617,1
5273691,1
2028717,1
786941,1
9513935,1
672027,0
7838403,0
5747285,1
6175682,1
10104989,0
8808226,1
3936714,0
5822667,1
6051350,1
10041552,0
8051900,1
6262150,1
6790585,0
1720745,0
8527261,1
7792490,0
9985319,1
9398785,0
9619762,1
7699892,1
9958587,0
10107965,0
9772110,0
8940804,1
4606031,1
9791415,0
9908460,1
8213050,0
9390812,1
7703161,0
8018694,1
8717876,1
5195564,0
9578808,0
9217131,1
7517789,1
9603655,0
6668298,1
6760313,0
8485493,0
8137588,0
3306142,0
4790711,1
9498865,0
1914973,1
6077296,0
9554855,0
716001,1
8517948,1
9239424,1
9855112,1
3499102,0
564323,0
9733850,0
10183348,1
196343,1
4860572,1
8608062,1
10005341,1
9539825,1
7909234,0
8017809,0
7434915,1
9292940,0
6040460,1
7264625,0
6747336,1
9665471,0
9807233,0
6224076,0
9855085,0
5880219,0
5164791,0
9522005,1
9218422,0
2576806,0
6819572,1
8116676,0
3357654,1
7440400,0
2935771,1
1260441,0
2068456,0
881916,1
9505968,0
6415764,0
5008032,1
7624116,0
9434805,1
7275327,0
2785382,1
9679547,0
3705355,0
8314522,1
9974140,1
9546334,1
2517736,1
9566691,1
9572240,1
9735632,0
8514420,0
8219119,0
8379468,1
8230958,0
8342915,0
8846286,0
8557767,0
5893810,1
3259523,0
773755,0
520366,0
9298506,1
9227967,0
9942269,0
760085,1
10096277,1
7023756,0
5331696,0
9970128,1
974775,0
6150294,0
5345203,0
10103063,0
3340141,1
3010903,1
7118121,0
9567407,1
868375,0
8878102,0
1849142,0
8538505,0
5421355,1
3920893,0
6089426,0
811278,1
9707830,1
3026556,1
7917295,0
10054853,0
2475607,0
2591016,1
3217607,0
7899141,1
9393055,1
7944840,1
9569538,0
6671048,1
9207585,0
1189818,1
8832620,1
5247360,1
9901399,1
8811495,1
7852479,0
9840643,1
3045991,1
7544819,0
3604935,1
9219935,0
10245869,1
9848292,1
5298636,1
9805960,0
6608951,0
1370118,0
8147396,0
10275709,0
9696829,1
9821710,1
9856169,1
7501433,0
124575,1
7515563,0
9175280,1
2148574,1
7451992,0
6877944,0
9252092,1
6924713,1
4507186,0
7583686,0
3914880,0
3742374,0
6405335,1
9475430,0
8605116,0
7132011,0
9139034,0
7463376,0
6575691,1
7025240,1
7308325,0
5444251,0
5290940,1
9703675,1
2549142,0
5155394,0
10159706,1
7104170,0
123877,1
10160578,1
8821044,1
8346688,1
9733634,1
458551,1
476621,1
6928519,1
8716419,0
10154073,0
8809282,0
3403886,0
9385029,0
5058599,1
10267221,1
403420,0
9733822,1
9462838,1
9132252,0
9598342,1
7018720,1
10006640,1
7331875,1
8985867,0
3030348,0
4589637,1
9892244,0
3395835,1
4620316,0
4690360,0
9269600,1
8710629,0
829393,0
10242955,1
6234497,0
1161497,0
9854131,1
6416898,0
1494123,1
5989802,1
9277667,0
6563268,0
5545854,1
3073883,1
10187647,0
9716580,0
3919837,0
8323158,1
9978827,0
6287454,0
2015487,0
492523,0
8819526,1
1117,0
9541115,1
7608703,1
7477602,1
7562145,0
5443114,1
8559067,1
9437735,1
5850875,0
9475875,0
7066802,0
1369479,0
8803460,1
3882788,0
2225094,0
8338589,1
9619695,1
5633074,0
2410114,0
2412903,0
9452183,0
5809842,0
5991940,0
9011278,1
9261283,1
9936696,0
544755,1
9682292,0
9143118,0
7547361,0
10235777,1
59032,0
5382193,0
9621925,0
103623,0
8383970,0
9399751,1
8763415,1
2276739,0
4434323,0
5147564,1
3380532,0
5710634,0
10020093,1
8901526,1
8799332,0
7437144,1
8397572,0
9235654,1
9840286,1
8542892,0
8164563,1
8722093,0
9676970,0
9214803,0
8806857,0
8671232,0
4946720,0
10276309,0
10186248,0
3340979,0
4028801,0
6059704,0
7132924,0
8956181,1
7456739,1
7224149,0
583141,1
8628973,1
8435032,0
827918,1
6860374,1
8528456,1
9108565,0
7942739,0
9981597,0
4218129,0
8875044,1
8654592,1
10118691,1
4567085,0
10070520,0
5374705,1
8087597,1
9437191,0
2857311,1
8649287,1
2509611,1
3335854,1
939248,1
10057655,0
9741585,1
8130315,1
76045,0
7534300,0
6061054,1
9868486,1
327996,0
9904226,1
2460465,0
728837,1
5484055,1
3716921,1
9434771,1
9783452,0
8500320,1
7217233,0
6108948,1
502076,0
9345830,0
9098236,0
6159219,1
7431927,1
1084727,0
9625173,1
5435950,0
1859399,1
10035937,1
8751515,0
8358663,1
9422781,0
5441845,0
7870332,1
9118061,1
7508544,1
3582883,1
8424484,0
8874672,1
6185851,0
9843632,1
4096911,1
8633636,0
7551322,1
8023444,0
6063128,1
3358242,0
10044584,1
9825825,1
5523914,0
10116622,1
8474561,1
6351879,0
9220874,1
10160427,1
7940084,0
5378984,0
8807020,0
10115142,0
3694084,1
2772997,0
5561008,1
1320939,0
5505656,1
10073709,0
9022630,1
9756812,1
9900890,1
9324103,1
6176926,0
10029838,1
8936471,0
716050,1
6022964,0
9772431,0
9609223,1
1800266,0
7800814,1
7027409,1
8394083,1
8644033,1
10015132,1
10252578,1
9321501,1
2205851,1
9445266,0
6709842,0
522438,0
8012445,1
2439000,0
9608037,1
5629964,0
10176448,1
8308988,0
10079637,1
9440985,1
1569513,1
9085718,1
1423119,1
7470083,0
3600593,0
5467209,0
7452736,0
531469,0
9960011,0
10035307,1
2086087,1
5240006,0
359275,1
9284701,0
7439244,1
9430852,1
9857035,1
1345794,1
10218504,1
9551781,1
386674,0
8289636,1
8933535,0
9341516,0
6836997,0
6197662,0
52128,1
2692204,0
9237979,1
5979426,0
2262631,0
8010856,0
6434245,1
2613722,1
7256183,1
9250965,1
2500596,0
45748,0
4364468,1
8583129,0
74306,1
9987591,1
3899846,0
10029526,0
5336991,1
7271449,1
3474110,0
8726354,0
3422702,0
2587493,0
5197130,0
4064854,0
9829745,1
8624345,0
10131208,0
3760948,0
3578366,0
5949065,1
2828219,0
2669680,0
5589873,0
4361951,1
9207679,0
10077835,0
5457398,1
10000817,1
10036253,0
10055392,1
9734525,0
8468414,1
5231599,0
9779081,1
8213052,0
9925259,0
8734911,0
273621,1
5500862,1
8121845,0
9272080,0
9524834,1
9250686,1
5251792,0
9165684,1
6778065,1
9981894,0
387380,1
1709241,1
7407492,1
10163199,1
7352456,0
3255642,1
480272,1
6087651,1
5194792,0
9645951,0
10273472,1
5887141,0
5565672,0
6874972,0
3210508,0
9314052,0
1931697,1
1664862,0
3721230,1
6537995,1
5564367,0
4124131,1
2027063,1
5980279,0
7654807,1
3641,0
9694666,1
9688750,0
256697,1
5626026,0
10003822,0
1070014,0
37517,1
151016,0
1241742,0
9020134,0
2867072,0
5998105,0
7928831,0
6649567,1
2691064,0
4437569,1
8455580,0
5728526,0
9252782,1
3914108,0
7479944,0
8855531,1
8037814,0
6036542,0
7361883,1
9375185,1
5834133,1
1904976,1
2166351,1
10012691,0
5610057,0
6050608,0
7310345,0
6617136,0
8012885,0
9626479,1
388498,0
9488720,0
6047637,1
9874153,1
9967387,0
5940175,1
9659432,1
1871597,1
4029411,0
14819,1
500885,0
9642965,0
8165289,0
8610161,0
1540773,0
5171882,0
10161440,0
9970020,1
9996999,1
9162431,1
9939104,1
9271733,1
4972737,0
1172612,0
3608055,0
7050972,0
9561579,1
7100693,1
9472262,1
3878935,1
5215051,1
7938741,0
1960181,0
7707956,0
6242407,0
5057099,1
5283614,0
10003957,0
6807229,1
8178968,1
9486936,1
1373254,0
2091926,1
8584354,0
9328456,0
10006797,1
4400368,1
7522685,0
10273753,1
6262416,0
7509003,1
10259614,1
2857826,1
4045307,0
8929216,1
8057728,1
3913929,0
9675338,0
8713496,1
923030,1
10009054,1
9963789,1
9699507,0
9656682,1
7459292,1
6967228,0
2557604,0
7529681,1
8768447,1
8399062,0
6294531,1
8435522,0
8187932,1
9125799,0
4145561,0
10042073,1
4540511,0
9282563,0
8982690,0
10205313,0
8668315,1
3632880,0
7678432,1
4714210,0
8557140,0
8669178,0
9816375,1
10050400,0
8911403,1
8236604,0
2706325,0
10159860,0
1743517,0
2551042,1
9207279,1
8681212,0
8425388,0
4249817,0
8022083,0
5858486,1
4743861,0
10200624,0
624376,1
9403719,1
10207153,0
8203765,0
7462382,0
6794203,0
5140715,0
9667778,0
7802238,1
267020,1
8614384,0
3361684,1
9872774,1
5660835,1
9101525,1
7009478,1
5671697,1
8567896,1
8210343,1
7693740,1
9724164,1
9905206,0
749433,0
5916546,0
10125249,0
10005726,1
6724772,0
8347519,0
8186193,0
5540676,1
5462027,1
4103913,1
9720965,1
9843163,1
4007618,0
3495998,0
9993515,0
7867686,1
6650789,0
2172191,0
7697115,0
1476444,1
8779916,0
7874361,1
9431780,0
2566825,0
8507335,0
10207505,0
7616272,1
7700692,1
9336371,0
6628712,0
9982198,1
9809202,0
7156236,1
7076688,0
4455812,1
6010828,0
8464052,1
7275538,0
9854097,1
7222106,1
7733388,1
2522038,0
2951677,0
4260424,1
10275532,0
1503265,1
9856229,1
5641539,0
1460377,0
8151684,1
9924758,1
7756449,0
9684190,0
3862379,1
8631439,0
8389953,1
6826385,0
6657719,0
8818034,0
2233414,1
3465619,1
8813176,1
10072648,1
7105051,0
9396808,0
8606312,0
7439486,1
10220092,1
4815189,1
9569793,1
9621669,1
9741762,1
8898349,0
7431987,1
9283342,0
8216802,0
9784830,1
2890332,1
8908846,0
10268821,0
10013644,1
8628320,0
9586359,0
8541826,0
8997974,0
9132474,0
9791171,0
10068251,0
1162329,0
3550709,0
206807,0
3347952,0
5600580,1
7327060,1
7220241,0
7632828,0
7445424,1
2488954,0
10195683,0
9019331,0
9958891,0
8178111,0
2997212,0
7001177,1
2301035,0
10065238,1
7429798,0
5149658,0
9931056,1
8189189,1
5149482,1
9480649,0
10024437,1
9483970,1
7657873,0
3069232,0
4212800,1
10036236,1
5907113,1
6666030,0
7083642,0
8118772,0
5170954,1
9529188,1
8573488,0
7364883,1
5771870,1
8604495,0
898068,1
2938,0
577322,1
6170428,0
6807954,0
9372390,1
8053623,1
431766,1
9416640,1
8393774,1
3644959,0
4175023,0
9057947,1
4457426,0
2544806,1
1256937,1
7084939,1
7179376,0
1136513,0
8810211,1
2663647,0
2950924,0
6639789,0
9245542,0
10271606,0
7852268,1
8200116,0
80923,0
6812687,0
4483177,1
1873785,0
3090349,0
8132868,0
8436537,0
1408205,0
7483540,0
7843302,0
8433544,0
8710068,0
1941174,0
8401087,1
1368076,0
9997599,1
9307018,0
19809,0
9783099,1
9470031,1
9663088,0
8172414,0
9274741,0
10275779,1
7861533,0
6889128,0
2585132,1
2894642,1
5240012,0
10259847,1
4116633,0
9985955,0
5475706,1
4332012,0
9461895,0
9632863,0
3063869,1
5704360,1
7909982,0
8278110,0
9976028,1
9260857,0
4349246,1
10007131,1
8955202,0
2460676,0
6132207,0
5566461,1
8910344,1
8088160,1
9209612,1
9214279,1
8607678,0
8125495,1
8751409,1
9727138,1
8740722,1
7952630,0
3893896,1
7085707,0
4797244,1
8313624,1
6279953,1
9704351,1
2828047,1
9988993,1
4944190,0
7430122,0
7660562,0
212696,1
9119583,1
7355432,1
6631289,0
2358946,0
3454877,1
10245168,0
3589793,0
9828650,0
2101748,0
6646007,0
7533679,0
9710874,1
1848320,0
9939717,1
9279890,1
6360003,1
8108617,1
9666608,1
6179572,1
3794780,1
1184416,0
3642362,0
294953,0
6913758,0
9531781,1
2021574,1
5986657,1
6908937,0
5093100,1
8610647,0
5501274,0
4545275,1
10017056,0
4321656,0
10058102,0
10024686,1
9497511,0
3254678,0
9909830,1
3521116,0
7415600,1
9902803,1
9224667,0
8383151,1
8337882,1
9090118,1
2555626,1
9646426,0
3894747,0
9340550,1
7841173,0
9924898,0
8145548,1
6520139,1
3596673,1
6403489,0
8652376,1
10051129,0
8748054,0
2855433,0
2835404,0
5787345,0
8460175,1
1677900,0
6272015,0
4370945,1
5551573,1
9934130,1
5678370,0
3427135,0
8895563,0
235139,1
9670565,0
3542505,0
7863311,1
7220631,1
6267076,1
6684001,0
1638107,1
7292330,0
1429950,1
9583398,0
4449081,1
9272244,1
8473200,1
6821893,1
10270048,1
2020789,0
9480406,0
8161680,1
7535232,1
7560299,0
8705534,1
5077283,1
9607636,1
7441388,1
10264205,0
9018529,0
9661773,1
9124076,0
8750678,1
9840670,1
8099602,1
9160840,1
9565212,1
7289361,0
4491204,0
6385671,1
8584903,1
10132726,1
7833707,0
10126927,1
4598699,1
9232033,0
9045019,0
9804887,0
9605312,0
8066721,1
4845231,1
5706702,0
7890878,1
10142578,1
9217340,0
10238687,1
78526,1
13676,0
10173434,1
834133,0
10122833,0
8167878,1
8630425,0
8703923,0
8637351,0
6440227,1
4836248,1
8607569,1
270628,0
9134752,0
9932293,1
9558957,0
8872961,1
4862296,0
7323365,0
10066840,0
7790634,0
10078156,0
8114108,1
6082393,1
9106823,0
9477685,1
5962959,1
5835133,1
7570644,1
557315,1
9228197,1
6813541,0
7875934,1
8055012,0
8852487,1
1841726,1
5832428,1
9646118,1
8906552,0
1087129,1
6724020,1
9147633,1
8851480,1
9138796,0
10019793,1
10204151,0
3550381,1
8208581,0
1607132,0
8331224,0
931933,1
3030907,0
4874399,1
9410062,1
6857078,0
10138702,1
9838169,0
10178898,1
7948814,1
9124498,1
847026,0
4403226,1
5477195,1
8757626,1
9834783,1
9392733,0
7508089,0
7311480,1
8587652,1
10241016,0
3309266,1
3387660,1
9316549,1
9134973,1
9309453,0
7311643,0
10145786,1
5370986,0
9599779,1
2233007,0
25803,0
4065675,0
9133843,0
3645594,1
9009678,0
3846223,1
1473328,1
9190169,0
6120720,1
8962674,1
9824198,0
7344371,0
9746181,0
8717096,0
10038035,1
8818170,0
7756289,0
8036454,0
7059459,1
2301543,1
3917529,0
2931095,0
8515015,0
6936418,0
7689840,0
5691249,0
56191,0
4541972,1
10104230,0
